Start debug log file for scene: MainMenuUI -> 2016-04-09 (22:10:56:5578)

5:3033)
2016-04-06 (11:08:52:7941)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 2, PlayerScore: 75)? False.
2016-04-08 (10:55:08:0267)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:04:43:3745)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 2, PlayerScore: 75)? False.
2016-04-08 (11:04:43:3759)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:04:43:3800)| scene: MainMenuUI | Read << Level State: (LevelId: 0, NumberOfStars: 2, PlayerScore: 75)
2016-04-08 (11:04:43:3801)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:04:59:3544)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 2, PlayerScore: 75)? False.
2016-04-08 (11:04:59:3563)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:04:59:3570)| scene: MainMenuUI | Read << Level State: (LevelId: 0, NumberOfStars: 2, PlayerScore: 75)
2016-04-08 (11:04:59:3570)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:07:5251)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 2, PlayerScore: 75)? False.
2016-04-08 (11:05:07:5259)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:07:5265)| scene: MainMenuUI | Replaced: Level State: (LevelId: 9, NumberOfStars: 0, PlayerScore: 0)? False.
2016-04-08 (11:05:07:5271)| scene: MainMenuUI | Read << Level State: (LevelId: 0, NumberOfStars: 2, PlayerScore: 75)
2016-04-08 (11:05:07:5271)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:07:5271)| scene: MainMenuUI | Read << Level State: (LevelId: 9, NumberOfStars: 0, PlayerScore: 0)
2016-04-08 (11:05:50:6716)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6733)| scene: MainMenuUI | Replaced: Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)? False.
2016-04-08 (11:05:50:6742)| scene: MainMenuUI | Replaced: Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:50:6751)| scene: MainMenuUI | Replaced: Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:50:6760)| scene: MainMenuUI | Replaced: Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:50:6768)| scene: MainMenuUI | Replaced: Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6777)| scene: MainMenuUI | Replaced: Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:50:6785)| scene: MainMenuUI | Replaced: Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:50:6791)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:50:6798)| scene: MainMenuUI | Replaced: Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)? False.
2016-04-08 (11:05:50:6804)| scene: MainMenuUI | Replaced: Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6813)| scene: MainMenuUI | Replaced: Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6821)| scene: MainMenuUI | Replaced: Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:50:6828)| scene: MainMenuUI | Replaced: Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:05:50:6836)| scene: MainMenuUI | Replaced: Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6843)| scene: MainMenuUI | Replaced: Level State: (LevelId: 15, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6850)| scene: MainMenuUI | Replaced: Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6859)| scene: MainMenuUI | Replaced: Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6865)| scene: MainMenuUI | Replaced: Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6872)| scene: MainMenuUI | Replaced: Level State: (LevelId: 19, NumberOfStars: 2, PlayerScore: 80)? False.
2016-04-08 (11:05:50:6878)| scene: MainMenuUI | Replaced: Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6884)| scene: MainMenuUI | Replaced: Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6890)| scene: MainMenuUI | Replaced: Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6896)| scene: MainMenuUI | Replaced: Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:05:50:6919)| scene: MainMenuUI | Read << Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:05:50:6920)| scene: MainMenuUI | Read << Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)
2016-04-08 (11:05:50:6920)| scene: MainMenuUI | Read << Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:50:6920)| scene: MainMenuUI | Read << Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:50:6920)| scene: MainMenuUI | Read << Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:50:6920)| scene: MainMenuUI | Read << Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:05:50:6921)| scene: MainMenuUI | Read << Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:50:6921)| scene: MainMenuUI | Read << Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:50:6921)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:50:6921)| scene: MainMenuUI | Read << Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)
2016-04-08 (11:05:50:6921)| scene: MainMenuUI | Read << Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:05:50:6922)| scene: MainMenuUI | Read << Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:05:50:6922)| scene: MainMenuUI | Read << Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:50:6922)| scene: MainMenuUI | Read << Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:05:50:6922)| scene: MainMenuUI | Read << Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:05:50:6922)| scene: MainMenuUI | Read << Level State: (LevelId: 15, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:05:50:6922)| scene: MainMenuUI | Read << Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:05:50:6922)| scene: MainMenuUI | Read << Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:05:50:6923)| scene: MainMenuUI | Read << Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:05:50:6923)| scene: MainMenuUI | Read << Level State: (LevelId: 19, NumberOfStars: 2, PlayerScore: 80)
2016-04-08 (11:05:50:6923)| scene: MainMenuUI | Read << Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:05:50:6923)| scene: MainMenuUI | Read << Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:05:50:6923)| scene: MainMenuUI | Read << Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:05:50:6923)| scene: MainMenuUI | Read << Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:00:3303)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3311)| scene: MainMenuUI | Replaced: Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)? False.
2016-04-08 (11:06:00:3320)| scene: MainMenuUI | Replaced: Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:00:3327)| scene: MainMenuUI | Replaced: Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:00:3334)| scene: MainMenuUI | Replaced: Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:00:3340)| scene: MainMenuUI | Replaced: Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3346)| scene: MainMenuUI | Replaced: Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:00:3352)| scene: MainMenuUI | Replaced: Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:00:3359)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:00:3364)| scene: MainMenuUI | Replaced: Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)? False.
2016-04-08 (11:06:00:3369)| scene: MainMenuUI | Replaced: Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3374)| scene: MainMenuUI | Replaced: Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3379)| scene: MainMenuUI | Replaced: Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:00:3384)| scene: MainMenuUI | Replaced: Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:00:3388)| scene: MainMenuUI | Replaced: Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3393)| scene: MainMenuUI | Replaced: Level State: (LevelId: 15, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3397)| scene: MainMenuUI | Replaced: Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3402)| scene: MainMenuUI | Replaced: Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3411)| scene: MainMenuUI | Replaced: Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3418)| scene: MainMenuUI | Replaced: Level State: (LevelId: 19, NumberOfStars: 2, PlayerScore: 80)? False.
2016-04-08 (11:06:00:3423)| scene: MainMenuUI | Replaced: Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3431)| scene: MainMenuUI | Replaced: Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3439)| scene: MainMenuUI | Replaced: Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3446)| scene: MainMenuUI | Replaced: Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:00:3451)| scene: MainMenuUI | Read << Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:06:00:3452)| scene: MainMenuUI | Read << Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)
2016-04-08 (11:06:00:3452)| scene: MainMenuUI | Read << Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:00:3452)| scene: MainMenuUI | Read << Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:00:3452)| scene: MainMenuUI | Read << Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:00:3452)| scene: MainMenuUI | Read << Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:00:3453)| scene: MainMenuUI | Read << Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:00:3453)| scene: MainMenuUI | Read << Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:00:3453)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:00:3453)| scene: MainMenuUI | Read << Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)
2016-04-08 (11:06:00:3453)| scene: MainMenuUI | Read << Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:06:00:3454)| scene: MainMenuUI | Read << Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:00:3454)| scene: MainMenuUI | Read << Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:00:3454)| scene: MainMenuUI | Read << Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:00:3454)| scene: MainMenuUI | Read << Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:00:3454)| scene: MainMenuUI | Read << Level State: (LevelId: 15, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:06:00:3454)| scene: MainMenuUI | Read << Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:06:00:3454)| scene: MainMenuUI | Read << Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:00:3455)| scene: MainMenuUI | Read << Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:06:00:3455)| scene: MainMenuUI | Read << Level State: (LevelId: 19, NumberOfStars: 2, PlayerScore: 80)
2016-04-08 (11:06:00:3455)| scene: MainMenuUI | Read << Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:00:3455)| scene: MainMenuUI | Read << Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:06:00:3455)| scene: MainMenuUI | Read << Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:06:00:3456)| scene: MainMenuUI | Read << Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:06:5382)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5388)| scene: MainMenuUI | Replaced: Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)? False.
2016-04-08 (11:06:06:5395)| scene: MainMenuUI | Replaced: Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:06:5401)| scene: MainMenuUI | Replaced: Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:06:5407)| scene: MainMenuUI | Replaced: Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:06:5413)| scene: MainMenuUI | Replaced: Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5419)| scene: MainMenuUI | Replaced: Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:06:5425)| scene: MainMenuUI | Replaced: Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:06:5432)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:06:5438)| scene: MainMenuUI | Replaced: Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)? False.
2016-04-08 (11:06:06:5444)| scene: MainMenuUI | Replaced: Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5450)| scene: MainMenuUI | Replaced: Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5456)| scene: MainMenuUI | Replaced: Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:06:5462)| scene: MainMenuUI | Replaced: Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:06:5468)| scene: MainMenuUI | Replaced: Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5474)| scene: MainMenuUI | Replaced: Level State: (LevelId: 15, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5484)| scene: MainMenuUI | Replaced: Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5492)| scene: MainMenuUI | Replaced: Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5498)| scene: MainMenuUI | Replaced: Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5505)| scene: MainMenuUI | Replaced: Level State: (LevelId: 19, NumberOfStars: 2, PlayerScore: 80)? False.
2016-04-08 (11:06:06:5513)| scene: MainMenuUI | Replaced: Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5522)| scene: MainMenuUI | Replaced: Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5528)| scene: MainMenuUI | Replaced: Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5535)| scene: MainMenuUI | Replaced: Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:06:5540)| scene: MainMenuUI | Read << Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:06:06:5541)| scene: MainMenuUI | Read << Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)
2016-04-08 (11:06:06:5541)| scene: MainMenuUI | Read << Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:06:5541)| scene: MainMenuUI | Read << Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:06:5541)| scene: MainMenuUI | Read << Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:06:5541)| scene: MainMenuUI | Read << Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:06:5541)| scene: MainMenuUI | Read << Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:06:5541)| scene: MainMenuUI | Read << Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:06:5542)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:06:5542)| scene: MainMenuUI | Read << Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)
2016-04-08 (11:06:06:5542)| scene: MainMenuUI | Read << Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:06:06:5542)| scene: MainMenuUI | Read << Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:06:5542)| scene: MainMenuUI | Read << Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:06:5543)| scene: MainMenuUI | Read << Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:06:06:5543)| scene: MainMenuUI | Read << Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:06:5543)| scene: MainMenuUI | Read << Level State: (LevelId: 15, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:06:06:5543)| scene: MainMenuUI | Read << Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:06:06:5543)| scene: MainMenuUI | Read << Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:06:5544)| scene: MainMenuUI | Read << Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:06:06:5544)| scene: MainMenuUI | Read << Level State: (LevelId: 19, NumberOfStars: 2, PlayerScore: 80)
2016-04-08 (11:06:06:5544)| scene: MainMenuUI | Read << Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:06:5544)| scene: MainMenuUI | Read << Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:06:06:5544)| scene: MainMenuUI | Read << Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:06:06:5544)| scene: MainMenuUI | Read << Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:06:12:6464)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:06:12:6470)| scene: MainMenuUI | Replaced: Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)? False.
2016-04-08 (11:06:12:6475)| scene: MainMenuUI | Replaced: Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:12:6481)| scene: MainMenuUI | Replaced: Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:12:6487)| scene: MainMenuUI | Replaced: Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:12:6492)| scene: MainMenuUI | Replaced: Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:06:12:6497)| scene: MainMenuUI | Replaced: Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:12:6502)| scene: MainMenuUI | Replaced: Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:12:6507)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:06:12:6512)| scene: MainMenuUI | Replaced: Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)? False.
